id,cleabs,code_insee,nom_commune,iris,code_iris,nom_iris,type_iris,area_km2,bin_count,trilib_count,green_area_m2,CODE_IRIS,COM,P22_POP,P22_PMEN,bin_density,population_density,trilib_density,green_ratio,arrondissement_code,distance_to_paris_centroid_m
iris_ge.15032,IRIS____0000000751114405,75111,Paris 11e Arrondissement,4405,751114405,Sainte-Marguerite 5,H,0.052954094734516885,1,1,271.05036529554576,751114405,75111,1962.08941774486,1962.08941774486,18.88428090430887,37052.64772406576,18.88428090430887,0.005118591237456618,11,2734.106855580259
iris_ge.15033,IRIS____0000000751114406,75111,Paris 11e Arrondissement,4406,751114406,Sainte-Marguerite 6,H,0.0835012425012234,1,0,4095.679617369051,751114406,75111,2805.41818870145,2805.41818870145,11.975869700206541,33597.322682478014,0.0,0.049049325431403536,11,2930.2273639594428
iris_ge.15034,IRIS____0000000751114407,75111,Paris 11e Arrondissement,4407,751114407,Sainte-Marguerite 7,H,0.047026254283635514,3,0,4491.249055366328,751114407,75111,1890.67843857658,1890.67843857658,63.794151707378454,40204.74238014125,0.0,0.09550514119788658,11,3146.9216948377757
iris_ge.15035,IRIS____0000000751114408,75111,Paris 11e Arrondissement,4408,751114408,Sainte-Marguerite 8,H,0.08359852673503894,2,2,0.8612827952132216,751114408,75111,3042.66171101787,3042.66171101787,23.923866581272335,36396.11641316866,23.923866581272335,1.0302607340713209e-05,11,3393.803162866829
iris_ge.15036,IRIS____0000000751114409,75111,Paris 11e Arrondissement,4409,751114409,Sainte-Marguerite 9,H,0.07750161705308446,0,0,3488.842415547979,751114409,75111,3181.01190190207,3181.01190190207,0.0,41044.45846237308,0.0,0.0450163822150744,11,3631.1651139204932
iris_ge.15037,IRIS____0000000751114410,75111,Paris 11e Arrondissement,4410,751114410,Sainte-Marguerite 10,H,0.09949791559780007,1,1,0.0,751114410,75111,4296.35354593782,4224.35332663753,10.050461801052146,43180.33719726299,10.050461801052146,0.0,11,3882.6126732035605
iris_ge.15038,IRIS____0000000751114411,75111,Paris 11e Arrondissement,4411,751114411,Sainte-Marguerite 11,H,0.11675380911515713,6,2,9956.559653624787,751114411,75111,3934.84591222346,3909.84583607752,51.390186285760095,33702.07740582087,17.130062095253365,0.08527824256084347,11,3626.6054383486376
iris_ge.15039,IRIS____0000000751114412,75111,Paris 11e Arrondissement,4412,751114412,Sainte-Marguerite 12,H,0.05414680714959657,0,3,1251.129618800489,751114412,75111,3151.45825964979,2983.45774794912,0.0,58202.10693020097,55.40492889472897,0.023106249189243484,11,3334.5863024807954
iris_ge.15040,IRIS____0000000751114413,75111,Paris 11e Arrondissement,4413,751114413,Sainte-Marguerite 13,H,0.05618290922574789,0,0,393.72764419459236,751114413,75111,2643.38705255334,2358.38618448971,0.0,47049.66490667077,0.0,0.007007961133029973,11,3090.4501345420113
iris_ge.15041,IRIS____0000000751124501,75112,Paris 12e Arrondissement,4501,751124501,Bel-Air 1,H,0.3263631354042584,6,4,19366.705718027937,751124501,75112,3325.23334599897,2925.23261834236,18.384429333809226,10188.75291132401,12.256286222539483,0.059340972116960614,12,5369.496362077335
iris_ge.15044,IRIS____0000000751124502,75112,Paris 12e Arrondissement,4502,751124502,Bel-Air 2,H,0.11428635745074724,8,0,11913.591014030064,751124502,75112,3817.51098902563,3814.5109835682,69.99960606363427,33403.03317192362,0.0,0.1042433347231697,12,5111.6382057843975
iris_ge.15047,IRIS____0000000751124503,75112,Paris 12e Arrondissement,4503,751124503,Bel-Air 3,H,0.0681650056124108,1,1,15982.716916234062,751124503,75112,2371.35432486133,2371.35432486133,14.670284129162164,34788.44171663323,14.670284129162164,0.23447099831712018,12,5036.289462976372
iris_ge.15048,IRIS____0000000751124601,75112,Paris 12e Arrondissement,4601,751124601,Picpus 1,H,0.07435904858736514,0,2,10759.236026290699,751124601,75112,3425.57733362445,3425.57733362445,0.0,46068.06298227051,26.896524874846687,0.14469302970773723,12,4952.58553932065
iris_ge.15051,IRIS____0000000751124504,75112,Paris 12e Arrondissement,4504,751124504,Bel-Air 4,H,0.06264698740306375,0,0,0.0,751124504,75112,2656.08054819123,2656.08054819123,0.0,42397.5782123776,0.0,0.0,12,4824.09038337202
iris_ge.15052,IRIS____0000000751124505,75112,Paris 12e Arrondissement,4505,751124505,Bel-Air 5,H,0.05925728736463933,0,1,6429.370308064734,751124505,75112,2348.16769517087,2341.16768243688,0.0,39626.64846133498,16.87556154648974,0.10849923433892013,12,4695.576699221542
iris_ge.15053,IRIS____0000000751124506,75112,Paris 12e Arrondissement,4506,751124506,Bel-Air 6,H,0.04820319520125155,1,0,0.0,751124506,75112,1940.39775000719,1905.39768633724,20.74551273675808,40254.546237150884,0.0,0.0,12,4738.069419781063
iris_ge.15054,IRIS____0000000751124507,75112,Paris 12e Arrondissement,4507,751124507,Bel-Air 7,H,0.05268044102642657,1,0,785.0402129638101,751124507,75112,2211.06762006903,2211.06762006903,18.982377150152576,41971.31946864059,0.0,0.01490192940051514,12,4674.095918680101
iris_ge.15055,IRIS____0000000751124508,75112,Paris 12e Arrondissement,4508,751124508,Bel-Air 8,H,0.06259336924724379,0,0,546.6913803856717,751124508,75112,2166.55069824948,2166.55069824948,0.0,34613.10238296336,0.0,0.008734014272761718,12,4992.266441312428
iris_ge.15056,IRIS____0000000751124509,75112,Paris 12e Arrondissement,4509,751124509,Bel-Air 9,H,0.0989843692229884,2,0,12025.073349652486,751124509,75112,1907.85601825014,1849.85591273994,20.20521033471934,19274.31606855211,0.0,0.12148456816007827,12,4980.854071433137
iris_ge.15057,IRIS____0000000751124510,75112,Paris 12e Arrondissement,4510,751124510,Bel-Air 10,H,0.14044144573927578,7,2,13112.093956941524,751124510,75112,2055.23876494991,2055.23876494991,49.84283637321161,14634.1327813257,14.240810392346175,0.09336342194371618,12,5331.526253282661
iris_ge.15058,IRIS____0000000751124511,75112,Paris 12e Arrondissement,4511,751124511,Bel-Air 11,H,0.11474366814633497,2,2,5838.7550874579165,751124511,75112,2717.31286420652,2686.31280781313,17.430155687975383,23681.593138028973,17.430155687975383,0.0508852050991749,12,5303.80187039466
iris_ge.15059,IRIS____0000000751124512,75112,Paris 12e Arrondissement,4512,751124512,Bel-Air 12,H,0.1069381443179783,3,2,3414.325103978896,751124512,75112,4311.32618359881,4311.32618359881,28.053600697236377,40316.07441007367,18.70240046482425,0.031928037705858,12,4948.17198566497
iris_ge.15060,IRIS____0000000751124513,75112,Paris 12e Arrondissement,4513,751124513,Bel-Air 13,H,0.0651543011280145,2,1,6600.718391358872,751124513,75112,2080.92041129911,2080.92041129911,30.69636179613715,31938.342907102007,15.348180898068575,0.10130901992778418,12,4670.325193213146
iris_ge.15061,IRIS____0000000751124514,75112,Paris 12e Arrondissement,4514,751124514,Bel-Air 14,H,0.06422443180517434,0,0,35.66513493817998,751124514,75112,1793.35604472552,1793.35604472552,0.0,27923.268362508665,0.0,0.0005553203654081462,12,4435.258053757993
iris_ge.15064,IRIS____0000000751124606,75112,Paris 12e Arrondissement,4606,751124606,Picpus 6,H,0.06827504967398178,3,0,0.0,751124606,75112,2470.38431559773,2465.38430650202,43.93991676791469,36182.827070708714,0.0,0.0,12,4633.534366837799
iris_ge.15067,IRIS____0000000751124602,75112,Paris 12e Arrondissement,4602,751124602,Picpus 2,H,0.05708183400828469,0,2,5022.21171056418,751124602,75112,2495.60848312903,2495.60848312903,0.0,43719.837081037454,35.0374166273236,0.08798266204683036,12,4871.607017640096
iris_ge.15070,IRIS____0000000751124603,75112,Paris 12e Arrondissement,4603,751124603,Picpus 3,H,0.056843701283016815,2,1,10431.950530116736,751124603,75112,1593.47930477705,1580.1459471885,35.1841972788204,28032.645109496654,17.5920986394102,0.18351990272726115,12,4770.467050597512
iris_ge.15071,IRIS____0000000751124604,75112,Paris 12e Arrondissement,4604,751124604,Picpus 4,H,0.0514555184704625,0,0,0.0,751124604,75112,2286.88502138907,2286.88502138907,0.0,44443.92145619585,0.0,0.0,12,4445.629339111831
iris_ge.15072,IRIS____0000000751124605,75112,Paris 12e Arrondissement,4605,751124605,Picpus 5,H,0.05064820364307693,0,0,0.49086349488541964,751124605,75112,2110.91230128597,2110.91230128597,0.0,41677.9303005845,0.0,9.691626939912517e-06,12,4606.377107282618
iris_ge.15073,IRIS____0000000751124612,75112,Paris 12e Arrondissement,4612,751124612,Picpus 12,H,0.07425325225051771,6,0,1047.7862618963295,751124612,75112,2568.77723104308,2568.77723104308,80.80454145977379,34594.811044457245,0.0,0.01411098140673056,12,3961.104933472377
iris_ge.15074,IRIS____0000000751124613,75112,Paris 12e Arrondissement,4613,751124613,Picpus 13,H,0.1529539937627072,44,2,20782.460938050925,751124613,75112,3964.50661662098,3964.50661662098,287.66819955196195,25919.601829890853,13.075827252361906,0.13587393455245653,12,3834.1970935495738
iris_ge.15075,IRIS____0000000751124614,75112,Paris 12e Arrondissement,4614,751124614,Picpus 14,H,0.08541499235031681,1,2,7882.016802596557,751124614,75112,3656.87057452498,3116.86959218855,11.707546561599509,42812.98252099435,23.415093123199018,0.09227907871570888,12,4345.036497100153
iris_ge.15076,IRIS____0000000751124615,75112,Paris 12e Arrondissement,4615,751124615,Picpus 15,H,0.16501446876470363,2,1,3164.5615916690776,751124615,75112,3568.30955994594,3169.30883410847,12.120149311584472,21624.222328249536,6.060074655792236,0.019177479498367317,12,4381.978825058264
iris_ge.15077,IRIS____0000000751124616,75112,Paris 12e Arrondissement,4616,751124616,Picpus 16,H,0.15558274957779586,0,1,383.32295905154217,751124616,75112,5033.51199509551,5003.51194052127,0.0,32352.635550888044,6.427447790411823,0.0024637883061699568,12,4019.0271695134716
iris_ge.15078,IRIS____0000000751124617,75112,Paris 12e Arrondissement,4617,751124617,Picpus 17,H,0.07405965564371321,0,1,0.0,751124617,75112,2612.04589325589,2424.04555125729,0.0,35269.484722180474,13.502628270522997,0.0,12,3745.351359948983
iris_ge.15079,IRIS____0000000751124618,75112,Paris 12e Arrondissement,4618,751124618,Picpus 18,H,0.060581971074858396,0,0,0.0,751124618,75112,2262.95238705031,2262.95238705031,0.0,37353.56157781796,0.0,0.0,12,3626.2681089264092
iris_ge.15080,IRIS____0000000751124619,75112,Paris 12e Arrondissement,4619,751124619,Picpus 19,H,0.1126855126601359,5,2,12523.202689743743,751124619,75112,4220.71661732139,4220.71661732139,44.37127614691876,37455.71651301124,17.7485104587675,0.11113409695809107,12,3469.1742069952033
iris_ge.15081,IRIS____0000000751124620,75112,Paris 12e Arrondissement,4620,751124620,Picpus 20,H,0.036712230620529133,2,0,0.0,751124620,75112,1881.09167037972,1881.09167037972,54.47775758091961,51238.82800321676,0.0,0.0,12,3288.3136430859404
iris_ge.15082,IRIS____0000000751124621,75112,Paris 12e Arrondissement,4621,751124621,Picpus 21,H,0.09051606939836652,1,2,4817.452584847129,751124621,75112,3232.32606887226,3232.32606887226,11.047762089612414,35709.96940495288,22.095524179224828,0.053222070035379446,12,3292.1197629095313
iris_ge.15083,IRIS____0000000751124623,75112,Paris 12e Arrondissement,4623,751124623,Picpus 23,H,0.09161588806950853,13,2,3802.9135448670672,751124623,75112,2530.62279265815,2530.62279265815,141.89678530580812,27622.095315369086,21.830274662432018,0.041509323600965535,12,3991.3619814428
iris_ge.15084,IRIS____0000000751124624,75112,Paris 12e Arrondissement,4624,751124624,Picpus 24,H,0.06856508034964147,0,1,1251.3721541152102,751124624,75112,2169.11756154828,2169.11756154828,0.0,31635.893234384905,14.584683557586308,0.018250866880545464,12,4275.577538778811
iris_ge.15085,IRIS____0000000751124701,75112,Paris 12e Arrondissement,4701,751124701,Bercy 1,H,0.05784387606801764,7,1,828.487990717745,751124701,75112,2799.54975037371,2799.54975037371,121.01540345893864,48398.3775064065,17.287914779848375,0.014322829779656189,12,3963.675157774476
iris_ge.15087,IRIS____0000000751124702,75112,Paris 12e Arrondissement,4702,751124702,Bercy 2,H,0.20234853092368799,30,1,0.0,751124702,75112,2947.53534989632,2897.53525893925,148.25904523771388,14566.625892667975,4.941968174590462,0.0,12,3709.5441982063244
iris_ge.15089,IRIS____0000000751124703,75112,Paris 12e Arrondissement,4703,751124703,Bercy 3,H,0.4070958144629603,4,2,2581.7749258423883,751124703,75112,2433.40005354735,2383.73329652999,9.82569669815149,5977.462717855464,4.912848349075745,0.006341934341054965,12,4404.862622288278
iris_ge.15090,IRIS____0000000751155911,75115,Paris 15e Arrondissement,5911,751155911,Grenelle 11,H,0.05575374260867189,3,0,0.0,751155911,75115,2613.49509840285,2613.49509840285,53.80804695133385,46875.68898731381,0.0,0.0,15,3588.4949963112786
iris_ge.15093,IRIS____0000000751124704,75112,Paris 12e Arrondissement,4704,751124704,Bercy 4,H,0.040068100611067685,1,0,0.0,751124704,75112,2226.85052457723,2115.85032265252,24.95750945887807,55576.64303064381,0.0,0.0,12,3681.7173457895724
iris_ge.15094,IRIS____0000000751124705,75112,Paris 12e Arrondissement,4705,751124705,Bercy 5,H,0.27116733322147274,7,1,4655.310497957088,751124705,75112,3534.94021819092,3534.94021819092,25.814318844529964,13036.010555533247,3.687759834932852,0.017167667073507403,12,3321.6862149330636
iris_ge.15097,IRIS____0000000751124801,75112,Paris 12e Arrondissement,4801,751124801,Quinze-Vingts 1,H,0.07522524601309834,10,1,3595.6060485024136,751124801,75112,3226.41303424844,3226.41303424844,132.93409500128166,42890.02968081556,13.293409500128167,0.04779786360388029,12,3065.689545434619
iris_ge.15099,IRIS____0000000751124802,75112,Paris 12e Arrondissement,4802,751124802,Quinze-Vingts 2,H,0.07378852877031188,3,1,1313.7840324467097,751124802,75112,2184.67967024718,2137.34625080782,40.65672605207196,29607.307621590167,13.552242017357319,0.017804719166257428,12,2875.449348600533
iris_ge.15100,IRIS____0000000751124803,75112,Paris 12e Arrondissement,4803,751124803,Quinze-Vingts 3,H,0.07888925077671438,2,2,7.584582349152033,751124803,75112,2433.23599303046,2107.23539999032,25.351996378578068,30843.695041767016,25.351996378578068,9.614215212436473e-05,12,2261.88018304974
iris_ge.15103,IRIS____0000000751124804,75112,Paris 12e Arrondissement,4804,751124804,Quinze-Vingts 4,H,0.08219944306031568,2,1,1.1855463023906214,751124804,75112,2294.22040380206,2294.22040380206,24.331065096541533,27910.41299536086,12.165532548270766,1.4422802129215161e-05,12,2126.403571266348
iris_ge.15104,IRIS____0000000751135001,75113,Paris 13e Arrondissement,5001,751135001,Gare 1,H,0.10532492861021546,23,0,7622.829776033438,751135001,75113,1976.46157239184,1971.46158068814,218.37185463583813,18765.37300781178,0.0,0.07237441198981359,13,4539.276864336253
iris_ge.15105,IRIS____0000000751135002,75113,Paris 13e Arrondissement,5002,751135002,Gare 2,H,0.25245198748052006,42,1,2591.655495259326,751135002,75113,2081.21281600786,2081.21281600786,166.36826835534754,8243.994578052005,3.961149246555894,0.010265934212378921,13,4536.6310339554475
iris_ge.15107,IRIS____0000000751124805,75112,Paris 12e Arrondissement,4805,751124805,Quinze-Vingts 5,H,0.1054947612467998,6,1,1372.6760107193227,751124805,75112,1901.14475387491,1901.14475387491,56.87486211721259,18021.224290249593,9.479143686202098,0.01301179314021115,12,2226.5380416787893
iris_ge.15108,IRIS____0000000751124806,75112,Paris 12e Arrondissement,4806,751124806,Quinze-Vingts 6,H,0.05350878188979745,2,0,3025.645538846534,751124806,75112,2320.50759023455,2320.50759023455,37.37704222306995,43366.85508957555,0.0,0.05654484052875506,12,2447.582486250233
iris_ge.15109,IRIS____0000000751124807,75112,Paris 12e Arrondissement,4807,751124807,Quinze-Vingts 7,H,0.09181169582946734,1,1,3794.7470305653496,751124807,75112,2833.70158420959,2833.70158420959,10.891858504143281,30864.276698177506,10.891858504143281,0.04133184771593566,12,2427.850709495278
iris_ge.15110,IRIS____0000000751124808,75112,Paris 12e Arrondissement,4808,751124808,Quinze-Vingts 8,H,0.065237066037509,14,0,4605.475293791593,751124808,75112,2196.7639835821,2196.7639835821,214.6019257204255,33673.55580214228,0.0,0.0705959904932513,12,2627.734307047201
iris_ge.15111,IRIS____0000000751155912,75115,Paris 15e Arrondissement,5912,751155912,Grenelle 12,H,0.07619558920122188,7,1,0.0,751155912,75115,3298.40694882802,3298.40694882802,91.86883484179091,43288.68617469956,13.124119263112988,0.0,15,3407.9661321681797
iris_ge.15113,IRIS____0000000751134901,75113,Paris 13e Arrondissement,4901,751134901,Salpêtrière 1,H,0.07596080032517138,4,1,499.3864325567626,751134901,75113,2815.86744596411,2370.86818433412,52.65873954561938,37070.007608003136,13.164684886404846,0.006574265021155646,13,2904.8512343123907
iris_ge.15114,IRIS____0000000751134902,75113,Paris 13e Arrondissement,4902,751134902,Salpêtrière 2,H,0.06852138322674382,5,1,3606.7592407997063,751134902,75113,3199.62191236643,3150.62199367009,72.96992215487712,46695.2323740835,14.593984430975425,0.052636988206507654,13,2766.0133807904645
iris_ge.15115,IRIS____0000000751134903,75113,Paris 13e Arrondissement,4903,751134903,Salpêtrière 3,H,0.09100479637530988,15,1,3180.3038236322764,751134903,75113,1959.80010452985,1959.80010452985,164.82647725663816,21535.129823789757,10.98843181710921,0.03494655172367499,13,2883.4285007840567
iris_ge.15116,IRIS____0000000751134904,75113,Paris 13e Arrondissement,4904,751134904,Salpêtrière 4,H,0.047501359010269834,2,0,7372.42356318807,751134904,75113,1790.27461977765,1772.2746496443,42.10405852951698,37688.91368751347,0.0,0.15520447660443032,13,2619.7498341724763
iris_ge.15117,IRIS____0000000751134905,75113,Paris 13e Arrondissement,4905,751134905,Salpêtrière 5,H,0.09966070921362347,8,0,890.2165165184308,751134905,75113,2595.46466850216,2513.46480456135,80.27235671032544,26043.008212381494,0.0,0.00893247222042385,13,2573.7742174096957
iris_ge.15118,IRIS____0000000751134906,75113,Paris 13e Arrondissement,4906,751134906,Salpêtrière 6,H,0.052185268726452745,4,0,0.0,751134906,75113,2390.20609435008,2306.20623372779,76.64998375245307,45802.31457423698,0.0,0.0,13,2355.0354680262867
iris_ge.15119,IRIS____0000000751135009,75113,Paris 13e Arrondissement,5009,751135009,Gare 9,H,0.06934722402053918,19,1,0.0,751135009,75113,2061.67933230951,2061.67933230951,273.9835699028501,29729.803340057046,14.420187889623687,0.0,13,4280.545966208073
iris_ge.15120,IRIS____0000000751135010,75113,Paris 13e Arrondissement,5010,751135010,Gare 10,H,0.0641297293954423,6,0,2830.2181620952933,751135010,75113,2279.14918933447,2069.482870559,93.56035112829308,35539.66640464959,0.0,0.04413270083588466,13,3943.7805675272734
iris_ge.15121,IRIS____0000000751135011,75113,Paris 13e Arrondissement,5011,751135011,Gare 11,H,0.0771067816412786,8,0,0.0,751135011,75113,2681.75788950333,2681.75788950333,103.75222295255614,34779.792807065736,0.0,0.0,13,4036.1066028091673
iris_ge.15122,IRIS____0000000751135012,75113,Paris 13e Arrondissement,5012,751135012,Gare 12,H,0.06951362575977955,10,0,0.0,751135012,75113,3106.49717155976,3052.16392837947,143.85668839311185,44689.03956031557,0.0,0.0,13,4112.658434762385
iris_ge.15123,IRIS____0000000751135013,75113,Paris 13e Arrondissement,5013,751135013,Gare 13,H,0.05688414832081479,15,2,2970.579020609166,751135013,75113,2339.89650651493,2339.89650651493,263.69384868703867,41134.421022151895,35.15917982493849,0.05222156098489367,13,4230.191507752254
iris_ge.15124,IRIS____0000000751135014,75113,Paris 13e Arrondissement,5014,751135014,Gare 14,H,0.10165718850511085,30,2,0.0,751135014,75113,3371.12450637728,3287.12464575499,295.1094796261431,33161.69329439792,19.67396530840954,0.0,13,3972.437218303029
iris_ge.15125,IRIS____0000000751135015,75113,Paris 13e Arrondissement,5015,751135015,Gare 15,H,0.23070266170321638,73,1,2160.6274162162813,751135015,75113,2510.81365155909,2510.81365155909,316.4246110602297,10883.331960812331,4.334583713153832,0.00936542040852474,13,3720.252484780703
iris_ge.15126,IRIS____0000000751135016,75113,Paris 13e Arrondissement,5016,751135016,Gare 16,H,0.1712467606604118,81,2,25285.28498539035,751135016,75113,2387.75478567044,2387.75478567044,473.001647958911,13943.357389430797,11.679053036022495,0.14765409218765857,13,4245.737946975328
iris_ge.15127,IRIS____0000000751135017,75113,Paris 13e Arrondissement,5017,751135017,Gare 17,H,0.06311665862040639,36,1,2120.279922784586,751135017,75113,944.858397041527,944.858397041527,570.3723990921275,14970.031964525493,15.843677752559097,0.03359303184181986,13,3923.9491371285458
iris_ge.15128,IRIS____0000000751135018,75113,Paris 13e Arrondissement,5018,751135018,Gare 18,H,0.1786772621745605,28,0,6640.117431807112,751135018,75113,1848.80430812976,1848.80430812976,156.7071246740121,10347.17168614075,0.0,0.0371626325084385,13,3471.1857214899505
iris_ge.15129,IRIS____0000000751135019,75113,Paris 13e Arrondissement,5019,751135019,Gare 19,H,0.06401641259180645,7,0,0.0,751135019,75113,3863.07352119704,3630.07390780427,109.34695832824504,60345.04847732565,0.0,0.0,13,3742.7897000920066
iris_ge.15130,IRIS____0000000751135020,75113,Paris 13e Arrondissement,5020,751135020,Gare 20,H,0.09585674980641878,5,0,6988.819698263568,751135020,75113,3558.53717419922,3476.87064303866,52.16116768091368,37123.49084843405,0.0,0.07290899923455971,13,3462.9369847928183
iris_ge.15131,IRIS____0000000751135021,75113,Paris 13e Arrondissement,5021,751135021,Gare 21,H,0.06775177626261955,5,0,326.896353950102,751135021,75113,2655.06369634903,2655.06369634903,73.79880315785363,39188.104619685066,0.0,0.0048249119356367255,13,3134.4059998470375
iris_ge.15132,IRIS____0000000751135023,75113,Paris 13e Arrondissement,5023,751135023,Gare 23,H,0.03748299970339359,3,1,0.0,751135023,75113,1910.85228888688,1910.85228888688,80.03628374834658,50979.17199817595,26.67876124944886,0.0,13,3139.554024104149
iris_ge.15133,IRIS____0000000751135024,75113,Paris 13e Arrondissement,5024,751135024,Gare 24,H,0.05436175214885083,2,2,0.7682013849799363,751135024,75113,2355.6786312698,2355.6786312698,36.790572800591356,43333.38308926449,36.790572800591356,1.4131284489809727e-05,13,3482.0873576149884
iris_ge.15134,IRIS____0000000751135025,75113,Paris 13e Arrondissement,5025,751135025,Gare 25,H,0.056715580454677,7,0,4140.527794011249,751135025,75113,2028.90749319516,2028.90749319516,123.42287505271845,35773.37086087863,0.0,0.07300512065322262,13,3579.6853629737275
iris_ge.15135,IRIS____0000000751135026,75113,Paris 13e Arrondissement,5026,751135026,Gare 26,H,0.03771664519892571,7,0,2689.349531864372,751135026,75113,1634.01865550274,1634.01865550274,185.5944494289058,43323.54181779885,0.0,0.07130404938403623,13,3678.1387532292943
iris_ge.15136,IRIS____0000000751135027,75113,Paris 13e Arrondissement,5027,751135027,Gare 27,H,0.09533005670176058,9,0,0.0,751135027,75113,2566.50799516299,2489.17479014564,94.4088392620644,26922.337864460656,0.0,0.0,13,3488.338059709025
iris_ge.15137,IRIS____0000000751145403,75114,Paris 14e Arrondissement,5403,751145403,Parc de Montsouris 3,H,0.13337036352240522,12,2,5760.628197500119,751145403,75114,3585.97032371902,3528.97025157718,89.97501156232576,26887.310111564657,14.995835260387627,0.043192715723027755,14,3444.254803302644
iris_ge.15138,IRIS____0000000751135028,75113,Paris 13e Arrondissement,5028,751135028,Gare 28,H,0.12206425484013075,35,1,42586.00481259949,751135028,75113,2624.94856865086,2624.94856865086,286.7342289996362,21504.645828451514,8.192406542846747,0.3488818644604431,13,3352.9654834717744
iris_ge.15139,IRIS____0000000751135029,75113,Paris 13e Arrondissement,5029,751135029,Gare 29,H,0.1152939394514529,24,1,8391.855741846204,751135029,75113,3895.73406496519,3895.73406496519,208.163587038378,33789.58237961481,8.67348279326575,0.07278661638047144,13,3158.5112409373196
iris_ge.15140,IRIS____0000000751135030,75113,Paris 13e Arrondissement,5030,751135030,Gare 30,H,0.032125461606885564,1,0,0.0,751135030,75113,1917.78515350505,1917.78515350505,31.12795738896609,59696.73453949699,0.0,0.0,13,3367.440772423201
iris_ge.15141,IRIS____0000000751135031,75113,Paris 13e Arrondissement,5031,751135031,Gare 31,H,0.04138890333647683,3,1,0.0,751135031,75113,2147.6706464434,2147.6706464434,72.48319617485595,51890.010928378884,24.16106539161865,0.0,13,3151.9543593491385
iris_ge.15143,IRIS____0000000751135101,75113,Paris 13e Arrondissement,5101,751135101,Maison Blanche 1,H,0.156982102519658,13,1,5123.99966008415,751135101,75113,3140.71073542818,3140.71073542818,82.8119880632385,20006.807687104883,6.370152927941423,0.032640661437455906,13,4554.69042100865
iris_ge.15144,IRIS____0000000751135102,75113,Paris 13e Arrondissement,5102,751135102,Maison Blanche 2,H,0.04683544015461677,10,1,9382.934334887985,751135102,75113,2860.42810702596,2743.4283011592,213.51352665817228,61074.00928832725,21.351352665817227,0.20033834002439857,13,4270.276036351796
iris_ge.15145,IRIS____0000000751135124,75113,Paris 13e Arrondissement,5124,751135124,Maison Blanche 24,H,0.09490227218039979,12,0,1803.4170148116896,751135124,75113,3108.71535576682,3108.71535576682,126.4458660925335,32757.0171329245,0.0,0.019002885530322953,13,3189.2330850405474
iris_ge.15147,IRIS____0000000751135103,75113,Paris 13e Arrondissement,5103,751135103,Maison Blanche 3,H,0.05894181793945558,4,1,8530.996813318729,751135103,75113,2490.15044047333,2490.15044047333,67.86353288439047,42247.60157603531,16.965883221097616,0.14473589569432146,13,4191.7335686675315
iris_ge.15148,IRIS____0000000751135104,75113,Paris 13e Arrondissement,5104,751135104,Maison Blanche 4,H,0.049415079712689,2,0,4325.991913729388,751135104,75113,2129.66908948917,2099.66913926693,40.473475134077994,43097.55446862722,0.0,0.08754396307527443,13,4025.5123047935326
iris_ge.15149,IRIS____0000000751135105,75113,Paris 13e Arrondissement,5105,751135105,Maison Blanche 5,H,0.07974075059981311,7,1,0.0,751135105,75113,2886.76493019724,2886.76493019724,87.78447590906431,36201.878067147336,12.540639415580616,0.0,13,3758.817483500472
iris_ge.15150,IRIS____0000000751135106,75113,Paris 13e Arrondissement,5106,751135106,Maison Blanche 6,H,0.09649370277419382,2,0,3408.758216620216,751135106,75113,3223.58026184578,3223.58026184578,20.726741149940388,33407.15683166727,0.0,0.03532622459930982,13,3804.075166478524
iris_ge.15151,IRIS____0000000751135107,75113,Paris 13e Arrondissement,5107,751135107,Maison Blanche 7,H,0.05877688941627431,8,0,12573.112845351641,751135107,75113,2267.40351421856,2267.40351421856,136.10791723498278,38576.446231446105,0.0,0.21391252531765254,13,4146.9423234354745
iris_ge.15152,IRIS____0000000751135108,75113,Paris 13e Arrondissement,5108,751135108,Maison Blanche 8,H,0.4409886300635622,42,1,91062.81161933446,751135108,75113,3003.99086737355,2858.99110796602,95.24055074605053,6811.946301065784,2.2676321606202507,0.20649696026450629,13,4306.74898617113
iris_ge.15153,IRIS____0000000751155913,75115,Paris 15e Arrondissement,5913,751155913,Grenelle 13,H,0.07785033712721652,6,0,1140.6324838741732,751155913,75115,2495.57331720766,2490.57332129189,77.07095719052958,32056.03738272324,0.0,0.014651606222465637,15,3183.2368739742724
iris_ge.15154,IRIS____0000000751135110,75113,Paris 13e Arrondissement,5110,751135110,Maison Blanche 10,H,0.14365238308654987,25,0,9689.234834911815,751135110,75113,4625.05740003075,4262.39133512182,174.03122358880478,32196.1759398323,0.0,0.06744917575835896,13,3964.7972754617076
iris_ge.15155,IRIS____0000000751135111,75113,Paris 13e Arrondissement,5111,751135111,Maison Blanche 11,H,0.07724487413751878,0,0,3443.333007201068,751135111,75113,2685.34377312726,2685.34377312726,0.0,34764.038431165696,0.0,0.04457684792224419,13,3774.747670246292
iris_ge.15156,IRIS____0000000751135112,75113,Paris 13e Arrondissement,5112,751135112,Maison Blanche 12,H,0.06737810619982097,5,1,0.0,751135112,75113,3089.52987736923,2788.53037680603,74.20808155651731,45853.61702222255,14.841616311303463,0.0,13,3588.062516693289
